"","mz1","rt1","Intensity","mz2","rt2","Metabolite","Accession","Theoretical_mz","Adduct","Charge","Annotation","Score","delmz_ppm","Grades"
"86",128.0354368,9.32388333333333,1605208192,128.0354046,9.355243937,"L-Pyroglutamic acid_RT3","NISTNO:1352348",128.0354046,"[M-H]-",-1,"12C",0.959800819400315,0.251492874361959,"A+"
"8168",166.0509979,6.30193333333333,644345.8125,166.0509319,6.310359192,"Barbital","NISTNO:1112247",166.0509319,"[M-H-NH3]-",-1,"12C",0.959369897689411,0.397468252757163,"A+"
"8171",166.0509979,6.30193333333333,644345.8125,166.0509319,6.310359192,"3-Hydroxyacetaminophen","NISTNO:1501978",166.0509319,"[M-H]-",-1,"12C",0.959369897689411,0.397468252757163,"A+"
"8174",166.0509979,6.30193333333333,644345.8125,166.0509319,6.310359192,"Pyridoxal","NISTNO:1198491",166.0509319,"[M-H]-",-1,"12C",0.959369897689411,0.397468252757163,"A+"
"8177",166.0509979,6.30193333333333,644345.8125,166.0509319,6.310359192,"2-Nitrophenethyl alcohol","NISTNO:1359058",166.0509319,"[M-H]-",-1,"12C",0.959369897689411,0.397468252757163,"A+"
"8180",166.0509979,6.30193333333333,644345.8125,166.0509319,6.310359192,"3-Nitrophenethyl alcohol","NISTNO:1332922",166.0509319,"[M-H]-",-1,"12C",0.959369897689411,0.397468252757163,"A+"
"8183",166.0509979,6.30193333333333,644345.8125,166.0509319,6.310359192,"N-(4-Hydroxyphenyl)glycine","NISTNO:1254110",166.0509319,"[M-H]-",-1,"12C",0.959369897689411,0.397468252757163,"A+"
"8186",166.0509979,6.30193333333333,644345.8125,166.0509319,6.310359192,"2-Amino-3-methoxybenzoic acid","NISTNO:1557720",166.0509319,"[M-H]-",-1,"12C",0.959369897689411,0.397468252757163,"A+"
"8189",166.0509979,6.30193333333333,644345.8125,166.0509319,6.310359192,"3-Methyl-2-nitrobenzyl alcohol","NISTNO:1064194",166.0509319,"[M-H]-",-1,"12C",0.959369897689411,0.397468252757163,"A+"
"8192",166.0509979,6.30193333333333,644345.8125,166.0509319,6.310359192,"4-Methyl-3-nitrobenzyl alcohol","NISTNO:1335490",166.0509319,"[M-H]-",-1,"12C",0.959369897689411,0.397468252757163,"A+"
"8195",166.0509979,6.30193333333333,644345.8125,166.0509319,6.310359192,"5-Methyl-2-nitrobenzyl alcohol","NISTNO:1332940",166.0509319,"[M-H]-",-1,"12C",0.959369897689411,0.397468252757163,"A+"
"4990",101.0244751,10.6079166666667,4637395.5,101.0244762,10.64869181,"L-(+)-Threose_RT3","NISTNO:1625976",101.0244762,"[M-H-H2O]-",-1,"12C",0.959210321190448,0.0108884504517304,"A+"
"4999",101.0244751,10.6079166666667,4637395.5,101.0244762,10.64869181,"L-(+)-Erythrulose_RT3","NISTNO:1625555",101.0244762,"[M-H-H2O]-",-1,"12C",0.959210321190448,0.0108884504517304,"A+"
"2238",179.0562206,10.6079166666667,25533004,179.0562088,10.64869181,"D-(-)-Tagatose_RT4","NISTNO:1022401",179.0562088,"[M-H]-",-1,"12C",0.958695740539876,0.0659010892893634,"A+"
"2247",179.0562206,10.6079166666667,25533004,179.0562088,10.64869181,"L-Sorbose_RT4","NISTNO:1022301",179.0562088,"[M-H]-",-1,"12C",0.958695740539876,0.0659010892893634,"A+"
"806",174.0407867,9.69731666666667,111966320,174.0407972,9.738242594,"N-Acetyl-L-aspartic acid","NISTNO:1363614",174.0407972,"[M-H]-",-1,"12C",0.958631782196108,0.0603306855397594,"A+"
"6437",112.0404987,9.61003333333333,2065072.625,112.0405156,9.649974569,"cis-4-Hydroxy-L-proline","NISTNO:1471912",112.0405156,"[M-H-H2O]-",-1,"12C",0.957305453761723,0.150838314732068,"A+"
"513",96.96014574,9.81333333333333,256454912,96.96010976,9.836082967,"Sulfuric acid","NISTNO:1229639",96.96010976,"[M-H]-",-1,"12C",0.956473551427516,0.371080300388685,"A+"
"292",306.0768832,9.905,598441216,306.0767533,9.889807129,"L-Glutathione, reduced","NISTNO:1472029",306.0767533,"[M-H]-",-1,"12C",0.954922246617055,0.424403171622329,"A+"
"2214",179.0562206,10.6079166666667,25533004,179.0561396,10.6033783,"D-Psicose_RT4","NISTNO:1537317",179.0561396,"[M-H]-",-1,"12C",0.954535728385937,0.45237188478023,"A+"
"2232",179.0562206,10.6079166666667,25533004,179.0561396,10.6033783,"D-Fructose_RT4","NISTNO:1022471",179.0561396,"[M-H]-",-1,"12C",0.954535728385937,0.45237188478023,"A+"
"305",118.0510998,10.7932166666667,506656544,118.0510493,10.77623393,"L-Threonine_RT5","NISTNO:1187919",118.0510493,"[M-H]-",-1,"12C",0.953974160362582,0.42778085156304,"A+"
"1752",482.9621338,10.2004833333333,37782296,482.9623075,10.17088521,"Uridine 5'-triphosphate","NISTNO:1160152",482.9623075,"[M-H]-",-1,"12C",0.953421358169969,0.35965552545111,"A+"
"183",133.0143238,9.73508333333333,854749888,133.0143053,9.77958374,"DL-Malic acid","NISTNO:1370753",133.0143053,"[M-H]-",-1,"12C",0.953376761693413,0.139082765536981,"A+"
"192",133.0143238,9.73508333333333,854749888,133.0143053,9.77958374,"Diglycolic acid","NISTNO:1143411",133.0143053,"[M-H]-",-1,"12C",0.953376761693413,0.139082765536981,"A+"
"293",306.0768832,9.905,598441216,306.0767569,9.926806641,"L-Glutathione, reduced","NISTNO:1472028",306.0767569,"[M-H]-",-1,"12C",0.953328177517753,0.412641420862158,"A+"
"7326",178.0509987,4.7655,1107783.875,178.0510817,4.768874613,"3,4-Dihydroxy-L-phenylalanine","NISTNO:1359921",178.0510817,"[M-H-H2O]-",-1,"12C",0.953262154610665,0.466158575887826,"A+"
"7329",178.0509987,4.7655,1107783.875,178.0510817,4.768874613,"3,4-Dihydroxy-DL-phenylalanine","NISTNO:1069023",178.0510817,"[M-H-H2O]-",-1,"12C",0.953262154610665,0.466158575887826,"A+"
"7332",178.0509987,4.7655,1107783.875,178.0510817,4.768874613,"Adrenochrome","NISTNO:1621669",178.0510817,"[M-H]-",-1,"12C",0.953262154610665,0.466158575887826,"A+"
"7335",178.0509987,4.7655,1107783.875,178.0510817,4.768874613,"1-(3-Pyridyl)-1-butanone-4-carboxylic acid","NISTNO:1260836",178.0510817,"[M-H]-",-1,"12C",0.953262154610665,0.466158575887826,"A+"
"7338",178.0509987,4.7655,1107783.875,178.0510817,4.768874613,"Hippuric acid","NISTNO:1565332",178.0510817,"[M-H]-",-1,"12C",0.953262154610665,0.466158575887826,"A+"
"7341",178.0509987,4.7655,1107783.875,178.0510817,4.768874613,"p-Acetaminobenzoic acid","NISTNO:1198709",178.0510817,"[M-H]-",-1,"12C",0.953262154610665,0.466158575887826,"A+"
"7344",178.0509987,4.7655,1107783.875,178.0510817,4.768874613,"N-Acetylsalicylamide","NISTNO:1266610",178.0510817,"[M-H]-",-1,"12C",0.953262154610665,0.466158575887826,"A+"
"941",176.9360291,10.3358,75399816,176.9360156,10.28967183,"Pyrophosphoric acid","NISTNO:1229688",176.9360156,"[M-H]-",-1,"12C",0.953245074283013,0.0762987622782544,"A+"
"1839",115.0037558,9.73508333333333,29165868,115.0037732,9.77958374,"DL-Malic acid","NISTNO:1370740",115.0037732,"[M-H-H2O]-",-1,"12C",0.95299785858342,0.151299406557174,"A+"
"1856",115.0037558,9.73508333333333,29165868,115.0037732,9.77958374,"D-Aspartic acid","NISTNO:1250933",115.0037732,"[M-H-NH3]-",-1,"12C",0.95299785858342,0.151299406557174,"A+"
"1865",115.0037558,9.73508333333333,29165868,115.0037732,9.77958374,"L-Aspartic acid","NISTNO:1189467",115.0037732,"[M-H-NH3]-",-1,"12C",0.95299785858342,0.151299406557174,"A+"
"1891",115.0037558,9.73508333333333,29165868,115.0037732,9.77958374,"Maleic acid","NISTNO:1329949",115.0037732,"[M-H]-",-1,"12C",0.95299785858342,0.151299406557174,"A+"
"303",118.0510998,10.7932166666667,506656544,118.051054,10.76572774,"L-Threonine_RT5","NISTNO:1571696",118.051054,"[M-H]-",-1,"12C",0.952451818607838,0.387967584266603,"A+"
"309",118.0510998,10.7932166666667,506656544,118.051054,10.76572774,"L-Homoserine_RT5","NISTNO:1345342",118.051054,"[M-H]-",-1,"12C",0.952451818607838,0.387967584266603,"A+"
"312",118.0510998,10.7932166666667,506656544,118.051054,10.76572774,"O-Methyl-DL-serine_RT5","NISTNO:1235912",118.051054,"[M-H]-",-1,"12C",0.952451818607838,0.387967584266603,"A+"
"315",118.0510998,10.7932166666667,506656544,118.051054,10.76572774,"N-Methyl-L-serine_RT5","NISTNO:1251506",118.051054,"[M-H]-",-1,"12C",0.952451818607838,0.387967584266603,"A+"
"318",118.0510998,10.7932166666667,506656544,118.051054,10.76572774,"L-.beta.-Homoserine_RT5","NISTNO:1363773",118.051054,"[M-H]-",-1,"12C",0.952451818607838,0.387967584266603,"A+"
"1",128.0354368,9.32388333333333,1605208192,128.0353761,9.328979492,"L-Glutamic acid_RT3","NISTNO:1188752",128.0353761,"[M-H-H2O]-",-1,"12C",0.952318133431064,0.474087498922086,"A+"
"65",128.0354368,9.32388333333333,1605208192,128.0353761,9.328979492,"DL-Pyroglutamic acid_RT3","NISTNO:1333353",128.0353761,"[M-H]-",-1,"12C",0.952318133431064,0.474087498922086,"A+"
"537",164.0717958,9.32388333333333,252469952,164.0717176,9.336355591,"L-Phenylalanine","NISTNO:1571721",164.0717176,"[M-H]-",-1,"12C",0.950733081033262,0.476620613609126,"A+"
"546",164.0717958,9.32388333333333,252469952,164.0717176,9.336355591,"DL-Phenylalanine","NISTNO:1189965",164.0717176,"[M-H]-",-1,"12C",0.950733081033262,0.476620613609126,"A+"
"547",164.0717958,9.32388333333333,252469952,164.0717176,9.336355591,"N-(4-Hydroxyphenyl)propanamide","NISTNO:1340720",164.0717176,"[M-H]-",-1,"12C",0.950733081033262,0.476620613609126,"A+"
"556",164.0717958,9.32388333333333,252469952,164.0717176,9.336355591,"Benzocaine","NISTNO:1256195",164.0717176,"[M-H]-",-1,"12C",0.950733081033262,0.476620613609126,"A+"
"3592",101.0244606,9.61003333333333,15206909,101.0244316,9.650449626,"D-(-)-Erythrose_RT2","NISTNO:1625984",101.0244316,"[M-H-H2O]-",-1,"12C",0.950426756127028,0.287059191661116,"A+"
"3601",101.0244606,9.61003333333333,15206909,101.0244316,9.650449626,"L-(+)-Erythrulose_RT2","NISTNO:1625559",101.0244316,"[M-H-H2O]-",-1,"12C",0.950426756127028,0.287059191661116,"A+"
"3610",101.0244606,9.61003333333333,15206909,101.0244316,9.650449626,"L-(+)-Threose_RT2","NISTNO:1625979",101.0244316,"[M-H-H2O]-",-1,"12C",0.950426756127028,0.287059191661116,"A+"
"3677",101.0244606,9.61003333333333,15206909,101.0244316,9.650449626,"Succinic semialdehyde","NISTNO:1160031",101.0244316,"[M-H]-",-1,"12C",0.950426756127028,0.287059191661116,"A+"
"5442",217.083196,9.25915,3394205.75,217.0832063,9.308633423,"Ala-Glu","NISTNO:1640168",217.0832063,"[M-H]-",-1,"12C",0.950289623173347,0.0474472469706287,"A+"
"5451",217.083196,9.25915,3394205.75,217.0832063,9.308633423,"Glu-Ala","NISTNO:1640268",217.0832063,"[M-H]-",-1,"12C",0.950289623173347,0.0474472469706287,"A+"
"5460",217.083196,9.25915,3394205.75,217.0832063,9.308633423,"Phenol, 4-[2-(3,5-diamino-1H-pyrazol-4-yl)diazenyl]-","NISTNO:1431304",217.0832063,"[M-H]-",-1,"12C",0.950289623173347,0.0474472469706287,"A+"
"827",140.0119264,10.8731,96155704,140.0118614,10.89190369,"2-Aminoethyl dihydrogen phosphate_RT2","NISTNO:1355744",140.0118614,"[M-H]-",-1,"12C",0.949911839893947,0.464246165863918,"A+"
"3765",465.3047028,2.49765,13376832,465.3045023,2.472101847,"Cholesterol 3-sulfate","NISTNO:1062157",465.3045023,"[M-H]-",-1,"12C",0.949905489412517,0.430900437373644,"A+"
"179",133.0143238,9.73508333333333,854749888,133.0142565,9.741829427,"DL-Malic acid","NISTNO:1370739",133.0142565,"[M-H]-",-1,"12C",0.94895619009425,0.505960546874447,"A+"
"628",132.0302982,10.0222333333333,178597968,132.0302502,10.05844828,"L-Aspartic acid_RT2","NISTNO:1021084",132.0302502,"[M-H]-",-1,"12C",0.948684996405719,0.363552916617577,"A+"
"637",132.0302982,10.0222333333333,178597968,132.0302502,10.05844828,"D-Aspartic acid_RT2","NISTNO:1250922",132.0302502,"[M-H]-",-1,"12C",0.948684996405719,0.363552916617577,"A+"
"646",132.0302982,10.0222333333333,178597968,132.0302502,10.05844828,"Iminodiacetic acid_RT2","NISTNO:1359518",132.0302502,"[M-H]-",-1,"12C",0.948684996405719,0.363552916617577,"A+"
"822",140.0119264,10.8731,96155704,140.0118871,10.91661174,"2-Aminoethyl dihydrogen phosphate_RT2","NISTNO:1355739",140.0118871,"[M-H]-",-1,"12C",0.948220251266921,0.28069037408381,"A+"
"3257",102.0561002,9.98763333333333,20648768,102.0561306,10.03125509,"3-Aminobutanoic acid","NISTNO:1355203",102.0561306,"[M-H]-",-1,"12C",0.947178081287414,0.297875383641065,"A+"
"3947",168.0666913,6.22341666666667,10832041,168.0666363,6.264880371,"Pyridoxine","NISTNO:1051662",168.0666363,"[M-H]-",-1,"12C",0.947177928592511,0.327251042891489,"A+"
"3956",168.0666913,6.22341666666667,10832041,168.0666363,6.264880371,"DL-Norepinephrine","NISTNO:1354212",168.0666363,"[M-H]-",-1,"12C",0.947177928592511,0.327251042891489,"A+"
"7957",144.0666771,10.7676333333333,742570.0625,144.0666157,10.73595988,"N,N-Bis(2-hydroxyethyl)glycine","NISTNO:1108855",144.0666157,"[M-H-H2O]-",-1,"12C",0.946900094219511,0.426191547058128,"A+"
"7960",144.0666771,10.7676333333333,742570.0625,144.0666157,10.73595988,"1-Deoxynojirimycin","NISTNO:1051917",144.0666157,"[M-H-H2O]-",-1,"12C",0.946900094219511,0.426191547058128,"A+"
"7963",144.0666771,10.7676333333333,742570.0625,144.0666157,10.73595988,"Deoxygalactonojirimycin","NISTNO:1051928",144.0666157,"[M-H-H2O]-",-1,"12C",0.946900094219511,0.426191547058128,"A+"
"7966",144.0666771,10.7676333333333,742570.0625,144.0666157,10.73595988,"DL-.alpha.-Hydroxylysine","NISTNO:1007134",144.0666157,"[M-H-NH3]-",-1,"12C",0.946900094219511,0.426191547058128,"A+"
"7969",144.0666771,10.7676333333333,742570.0625,144.0666157,10.73595988,"DL-5-Hydroxylysine","NISTNO:1281345",144.0666157,"[M-H-NH3]-",-1,"12C",0.946900094219511,0.426191547058128,"A+"
"619",104.0353459,11.1228833333333,205348208,104.0353929,11.09048971,"L-Serine_RT6","NISTNO:1571710",104.0353929,"[M-H]-",-1,"12C",0.944409497440382,0.45176953661894,"A+"
"2043",181.0719147,10.528,27329880,181.0718138,10.52727661,"D-Sorbitol","NISTNO:1543779",181.0718138,"[M-H]-",-1,"12C",0.944271588494439,0.557237162780892,"A+"
"2052",181.0719147,10.528,27329880,181.0718138,10.52727661,"Dulcitol","NISTNO:1542235",181.0718138,"[M-H]-",-1,"12C",0.944271588494439,0.557237162780892,"A+"
"207",146.0459595,9.98763333333333,776508416,146.0459092,10.03235677,"L-Glutamic acid_RT5","NISTNO:1188748",146.0459092,"[M-H]-",-1,"12C",0.943551944758013,0.34441213006006,"A+"
"159",145.0619341,10.9589333333333,951873024,145.0618521,10.9576945,"L-Glutamine_RT5","NISTNO:1005857",145.0618521,"[M-H]-",-1,"12C",0.943458847359017,0.565275794099052,"A+"
"176",145.0619341,10.9589333333333,951873024,145.0618521,10.9576945,"Ala-Gly_RT5","NISTNO:1006901",145.0618521,"[M-H]-",-1,"12C",0.943458847359017,0.565275794099052,"A+"
"178",145.0619341,10.9589333333333,951873024,145.0618521,10.9576945,"Gly-Ala_RT5","NISTNO:1077332",145.0618521,"[M-H]-",-1,"12C",0.943458847359017,0.565275794099052,"A+"
"752",146.0459518,9.38491666666667,142935392,146.045869,9.385155233,"L-Glutamic acid_RT4","NISTNO:1188750",146.045869,"[M-H]-",-1,"12C",0.943305013228164,0.566944848390318,"A+"
"3561",238.9941897,19.105,15710646,238.9940642,19.12859701,"6-Ethoxyzolamide","NISTNO:1006525",238.9940642,"[M-H-H2O]-",-1,"12C",0.942430030497255,0.525117368557441,"A+"
"155",145.0619341,10.9589333333333,951873024,145.0619279,11.01718038,"L-Glutamine_RT5","NISTNO:1369703",145.0619279,"[M-H]-",-1,"12C",0.941596354280444,0.0427403649335428,"A+"
"173",145.0619341,10.9589333333333,951873024,145.0619279,11.01718038,"Ala-Gly_RT5","NISTNO:1636259",145.0619279,"[M-H]-",-1,"12C",0.941596354280444,0.0427403649335428,"A+"
"4689",161.0455971,10.5800666666667,4753225.5,161.0456312,10.63483582,".beta.-D-Glucose_RT5","NISTNO:1541714",161.0456312,"[M-H-H2O]-",-1,"12C",0.941280294360358,0.211741274567801,"A+"
"4698",161.0455971,10.5800666666667,4753225.5,161.0456312,10.63483582,"D-Fructose_RT5","NISTNO:1022471",161.0456312,"[M-H-H2O]-",-1,"12C",0.941280294360358,0.211741274567801,"A+"
"4734",161.0455971,10.5800666666667,4753225.5,161.0456312,10.63483582,"D-(-)-Tagatose_RT5","NISTNO:1022412",161.0456312,"[M-H-H2O]-",-1,"12C",0.941280294360358,0.211741274567801,"A+"
"4743",161.0455971,10.5800666666667,4753225.5,161.0456312,10.63483582,"L-Sorbose_RT5","NISTNO:1022311",161.0456312,"[M-H-H2O]-",-1,"12C",0.941280294360358,0.211741274567801,"A+"
"4938",161.0455971,10.5800666666667,4753225.5,161.0456312,10.63483582,"1,6-Anhydro-.beta.-D-glucose_RT4","NISTNO:1541689",161.0456312,"[M-H]-",-1,"12C",0.941280294360358,0.211741274567801,"A+"
"3272",127.0514326,10.9589333333333,18828698,127.0514199,11.01718038,"L-Glutamine_RT5","NISTNO:1369703",127.0514199,"[M-H-H2O]-",-1,"12C",0.940901459422993,0.0999595182777928,"A+"
"6650",113.0245736,10.5800666666667,1795150,113.0245485,10.63483582,"Ethyl hydrogen malonate","NISTNO:1052336",113.0245485,"[M-H-H2O]-",-1,"12C",0.940899781064689,0.222075600044542,"A+"
"6659",113.0245736,10.5800666666667,1795150,113.0245485,10.63483582,"Dimethyl malonate","NISTNO:1295769",113.0245485,"[M-H-H2O]-",-1,"12C",0.940899781064689,0.222075600044542,"A+"
"6668",113.0245736,10.5800666666667,1795150,113.0245485,10.63483582,"N-Acetylglycine methyl ester_RT2","NISTNO:1357171",113.0245485,"[M-H-NH3]-",-1,"12C",0.940899781064689,0.222075600044542,"A+"
"6677",113.0245736,10.5800666666667,1795150,113.0245485,10.63483582,"5-Aminolevulinic acid_RT2","NISTNO:1160715",113.0245485,"[M-H-NH3]-",-1,"12C",0.940899781064689,0.222075600044542,"A+"
"621",132.0302982,10.0222333333333,178597968,132.0302326,10.05482788,"L-Aspartic acid_RT2","NISTNO:1571714",132.0302326,"[M-H]-",-1,"12C",0.940577278172199,0.496855652782445,"A+"
"3478",173.0091771,9.77646666666667,15973149,173.009103,9.732830811,"Isocitric acid","NISTNO:1372237",173.009103,"[M-H-H2O]-",-1,"12C",0.93885668320778,0.428300979288118,"A+"
"3487",173.0091771,9.77646666666667,15973149,173.009103,9.732830811,"Citric acid","NISTNO:1369628",173.009103,"[M-H-H2O]-",-1,"12C",0.93885668320778,0.428300979288118,"A+"
"3496",173.0091771,9.77646666666667,15973149,173.009103,9.732830811,"D-Saccharic acid 1,4-lactone","NISTNO:1350661",173.009103,"[M-H-H2O]-",-1,"12C",0.93885668320778,0.428300979288118,"A+"
"3505",173.0091771,9.77646666666667,15973149,173.009103,9.732830811,"DL-Isocitric acid lactone","NISTNO:1350370",173.009103,"[M-H]-",-1,"12C",0.93885668320778,0.428300979288118,"A+"
"3514",173.0091771,9.77646666666667,15973149,173.009103,9.732830811,"trans-Aconitic acid","NISTNO:1472249",173.009103,"[M-H]-",-1,"12C",0.93885668320778,0.428300979288118,"A+"
"4994",101.0244751,10.6079166666667,4637395.5,101.0244291,10.65050863,"L-(+)-Threose_RT3","NISTNO:1625978",101.0244291,"[M-H-H2O]-",-1,"12C",0.937651168236216,0.45533520418705,"A+"
"5012",101.0244751,10.6079166666667,4637395.5,101.0244291,10.65050863,"D-(-)-Erythrose_RT3","NISTNO:1625983",101.0244291,"[M-H-H2O]-",-1,"12C",0.937651168236216,0.45533520418705,"A+"
"5044",101.0244751,10.6079166666667,4637395.5,101.0244291,10.65050863,"L-Homoserine_RT3","NISTNO:1345342",101.0244291,"[M-H-NH3]-",-1,"12C",0.937651168236216,0.45533520418705,"A+"
"661",117.0194332,9.69731666666667,177846736,117.0193906,9.748187256,"Succinic acid_RT2","NISTNO:1281474",117.0193906,"[M-H]-",-1,"12C",0.937445357068832,0.364042098269605,"A+"
"2253",179.0562206,10.6079166666667,25533004,179.0561342,10.64867859,"D-(+)-Mannose_RT4","NISTNO:1022450",179.0561342,"[M-H]-",-1,"12C",0.936834451612438,0.482530010389917,"A+"
"3543",151.0261955,8.856,15777235,151.0261133,8.823345947,"Oxypurinol","NISTNO:1621027",151.0261133,"[M-H]-",-1,"12C",0.936528308617821,0.544276439834373,"A+"
"1047",114.0560919,10.5013,65242552,114.0561325,10.55477193,"1-Amino-1-cyclobutanecarboxylic acid","NISTNO:1557907",114.0561325,"[M-H]-",-1,"12C",0.935763253806188,0.355965203867356,"A+"
"2790",179.0561807,11.7091,23312304,179.056114,11.76150513,"D-(+)-Mannose_RT6","NISTNO:1022437",179.056114,"[M-H]-",-1,"12C",0.935704389063726,0.372508783165173,"A+"
"2799",179.0561807,11.7091,23312304,179.056114,11.76150513,"D-(-)-Tagatose_RT6","NISTNO:1051828",179.056114,"[M-H]-",-1,"12C",0.935704389063726,0.372508783165173,"A+"
"2817",179.0561807,11.7091,23312304,179.056114,11.76150513,"L-Sorbose_RT6","NISTNO:1051822",179.056114,"[M-H]-",-1,"12C",0.935704389063726,0.372508783165173,"A+"
"708",154.0623177,11.0793,154156544,154.0622286,11.05055847,"L-Histidine","NISTNO:1189294",154.0622286,"[M-H]-",-1,"12C",0.935418137146574,0.57833739831329,"A+"
"4995",101.0244751,10.6079166666667,4637395.5,101.0244336,10.65872599,"L-(+)-Erythrulose_RT3","NISTNO:1625558",101.0244336,"[M-H-H2O]-",-1,"12C",0.934661770335108,0.410791543017969,"A+"
"151",145.0619341,10.9589333333333,951873024,145.0618395,10.96840922,"L-Glutamine_RT5","NISTNO:1369704",145.0618395,"[M-H]-",-1,"12C",0.934101622078111,0.652135245529371,"A+"
"6713",87.00881348,10.528,1609312.625,87.00882233,10.59389038,"Glyceric acid_RT5","NISTNO:1355444",87.00882233,"[M-H-H2O]-",-1,"12C",0.933329172672225,0.101713833879915,"A+"
"6734",87.00881348,10.528,1609312.625,87.00882233,10.59389038,"L-Serine_RT5","NISTNO:1571710",87.00882233,"[M-H-NH3]-",-1,"12C",0.933329172672225,0.101713833879915,"A+"
"6743",87.00881348,10.528,1609312.625,87.00882233,10.59389038,"L-Isoserine_RT5","NISTNO:1471632",87.00882233,"[M-H-NH3]-",-1,"12C",0.933329172672225,0.101713833879915,"A+"
"6776",87.00881348,10.528,1609312.625,87.00882233,10.59389038,"Pyruvic acid_RT5","NISTNO:1108090",87.00882233,"[M-H]-",-1,"12C",0.933329172672225,0.101713833879915,"A+"
"3481",173.0091771,9.77646666666667,15973149,173.0090883,9.733502197,"Isocitric acid","NISTNO:1372229",173.0090883,"[M-H-H2O]-",-1,"12C",0.933064347004547,0.513267570394809,"A+"
"3508",173.0091771,9.77646666666667,15973149,173.0090883,9.733502197,"DL-Isocitric acid lactone","NISTNO:1350362",173.0090883,"[M-H]-",-1,"12C",0.933064347004547,0.513267570394809,"A+"
"762",218.1035156,8.9109,132921032,218.1034321,8.965920003,"Pantothenic acid_RT2","NISTNO:1351073",218.1034321,"[M-H]-",-1,"12C",0.932970832670092,0.382845731701523,"A+"
"6680",113.0245736,10.5800666666667,1795150,113.0244972,10.59221598,"trans-4-Hydroxy-L-proline_RT2","NISTNO:1359441",113.0244972,"[M-H-NH3]-",-1,"12C",0.931320933517998,0.675959196872688,"A+"
"6279",147.0452706,9.36295,2131636,147.0453625,9.333488973,"Caffeoyl alcohol","NISTNO:1445514",147.0453625,"[M-H-H2O]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6282",147.0452706,9.36295,2131636,147.0453625,9.333488973,"Apocynin","NISTNO:1364172",147.0453625,"[M-H-H2O]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6285",147.0452706,9.36295,2131636,147.0453625,9.333488973,"Tropic acid","NISTNO:1334580",147.0453625,"[M-H-H2O]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6288",147.0452706,9.36295,2131636,147.0453625,9.333488973,"Ethylvanillin","NISTNO:1469367",147.0453625,"[M-H-H2O]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6291",147.0452706,9.36295,2131636,147.0453625,9.333488973,"Acetoisovanillone","NISTNO:1468812",147.0453625,"[M-H-H2O]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6294",147.0452706,9.36295,2131636,147.0453625,9.333488973,"4-Ethoxybenzoic acid","NISTNO:1471502",147.0453625,"[M-H-H2O]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6297",147.0452706,9.36295,2131636,147.0453625,9.333488973,"DL-3-Phenyllactic acid","NISTNO:1360760",147.0453625,"[M-H-H2O]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6300",147.0452706,9.36295,2131636,147.0453625,9.333488973,"3-Phenoxypropionic acid","NISTNO:1198431",147.0453625,"[M-H-H2O]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6303",147.0452706,9.36295,2131636,147.0453625,9.333488973,"Ethyl 3-hydroxybenzoate","NISTNO:1524762",147.0453625,"[M-H-H2O]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6306",147.0452706,9.36295,2131636,147.0453625,9.333488973,"Ethyl 4-hydroxybenzoate","NISTNO:1567029",147.0453625,"[M-H-H2O]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6309",147.0452706,9.36295,2131636,147.0453625,9.333488973,"D-(+)-3-Phenyllactic acid","NISTNO:1054234",147.0453625,"[M-H-H2O]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6312",147.0452706,9.36295,2131636,147.0453625,9.333488973,"4-Methoxyphenylacetic acid","NISTNO:1192301",147.0453625,"[M-H-H2O]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6315",147.0452706,9.36295,2131636,147.0453625,9.333488973,"Salicylic acid ethyl ester","NISTNO:1523132",147.0453625,"[M-H-H2O]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6318",147.0452706,9.36295,2131636,147.0453625,9.333488973,"2'-Hydroxy-4'-methoxyacetophenone","NISTNO:1353922",147.0453625,"[M-H-H2O]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6321",147.0452706,9.36295,2131636,147.0453625,9.333488973,"2'-Hydroxy-5'-methoxyacetophenone","NISTNO:1353597",147.0453625,"[M-H-H2O]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6324",147.0452706,9.36295,2131636,147.0453625,9.333488973,"2'-Hydroxy-6'-methoxyacetophenone","NISTNO:1353857",147.0453625,"[M-H-H2O]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6327",147.0452706,9.36295,2131636,147.0453625,9.333488973,"3-(2-Hydroxyphenyl)propionic acid","NISTNO:1552364",147.0453625,"[M-H-H2O]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
