Analyte Cluster,Analyte Group,Analyte,Accession,Theoretical m/z,Adduct,Charge,Average m/z,Delta Average m/z ppm,Average RT,Std dev RT,Sample,Library,Record ID,ID Score,Raw Intensity,m/z,Aligned RT,delta m/z AMU,delta m/z ppm,m/z FWHM,RT FWHM,Isotopic Distribution Score,Mass Accuracy Score,MS2 Score,XIC Score,Attributes
,L-Threonine_RT5,L-Serine methyl ester_RT5,CASNO:2788-84-3,118.051054,[M-H]-,-1,118.051056,NaN,10.7965975,0.033842355,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1255567,0.92432845,9.62E+09,118.051054,10.76572774,8.73E-05,0.739803376,9.61E-04,0.093770583,0.8856471,0.96300983,,0.594497,
,L-Threonine_RT5,L-Serine methyl ester_RT5,CASNO:2788-84-3,118.0511052,[M-H]-,-1,118.051056,NaN,10.7965975,0.033842355,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1255567,0.9556693,1.55E+10,118.0511052,10.7973643,1.38E-04,1.173121509,0.001029968,0.09360377,0.96999454,0.941344,,0.70025164,
,L-Threonine_RT5,L-Serine methyl ester_RT5,CASNO:2788-84-3,118.0510493,[M-H]-,-1,118.051056,NaN,10.7965975,0.033842355,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1255567,0.976558,7.59E+09,118.0510493,10.77623393,8.26E-05,0.699506667,0.002044678,0.086964345,0.98809123,0.9650247,,0.3429059,
,L-Threonine_RT5,L-Serine methyl ester_RT5,CASNO:2788-84-3,118.0510445,[M-H]-,-1,118.051056,NaN,10.7965975,0.033842355,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1255567,0.9768113,1.83E+10,118.0510445,10.80661723,7.78E-05,0.65906103,0.001998901,0.104887668,0.98657566,0.967047,,0.7190191,
,L-Threonine_RT5,DL-Homoserine_RT5,CASNO:1927-25-9,118.051042,[M-H]-,-1,118.051056,NaN,10.7965975,0.033842355,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1007226,0.8987648,1.10E+10,118.051042,10.73595988,7.53E-05,0.637613722,9.61E-04,0.100490944,0.8294102,0.9681193,,0.7053522,
,L-Threonine_RT5,DL-Homoserine_RT5,CASNO:1927-25-9,118.0510363,[M-H]-,-1,118.051056,NaN,10.7965975,0.033842355,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1007226,0.9690622,8.36E+09,118.0510363,10.81204325,6.96E-05,0.58984393,0.001998901,0.103766386,0.96761674,0.9705078,,0.6570919,
,L-Threonine_RT5,DL-Homoserine_RT5,CASNO:1927-25-9,118.0510787,[M-H]-,-1,118.051056,NaN,10.7965975,0.033842355,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1007226,0.9525118,1.60E+10,118.0510787,10.84510905,1.12E-04,0.948828713,9.54E-04,0.095999408,0.9524648,0.95255864,,0.7121753,
,L-Threonine_RT5,DL-Homoserine_RT5,CASNO:1927-25-9,118.051107,[M-H]-,-1,118.051056,NaN,10.7965975,0.033842355,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1007226,0.9693823,9.66E+09,118.051107,10.83434245,1.40E-04,1.188893406,9.61E-04,0.094207541,0.99820924,0.9405554,,0.42373833,
,L-Threonine_RT5,DL-Homoserine_RT5,CASNO:1927-25-9,118.051029,[M-H]-,-1,118.051056,NaN,10.7965975,0.033842355,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1007226,0.92561036,9.55E+09,118.051029,10.79598999,6.24E-05,0.528182708,9.84E-04,0.098553038,0.87762976,0.97359085,,0.5667989,
,L-Threonine_RT5,DL-Homoserine_RT5,CASNO:1927-25-9,118.051054,[M-H]-,-1,118.051056,NaN,10.7965975,0.033842355,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1007226,0.92432845,9.62E+09,118.051054,10.76572774,8.73E-05,0.739803376,9.61E-04,0.093770583,0.8856471,0.96300983,,0.594497,
,L-Threonine_RT5,DL-Homoserine_RT5,CASNO:1927-25-9,118.0511052,[M-H]-,-1,118.051056,NaN,10.7965975,0.033842355,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1007226,0.9556693,1.55E+10,118.0511052,10.7973643,1.38E-04,1.173121509,0.001029968,0.09360377,0.96999454,0.941344,,0.70025164,
,L-Threonine_RT5,DL-Homoserine_RT5,CASNO:1927-25-9,118.0510493,[M-H]-,-1,118.051056,NaN,10.7965975,0.033842355,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1007226,0.976558,7.59E+09,118.0510493,10.77623393,8.26E-05,0.699506667,0.002044678,0.086964345,0.98809123,0.9650247,,0.3429059,
,L-Threonine_RT5,DL-Homoserine_RT5,CASNO:1927-25-9,118.0510445,[M-H]-,-1,118.051056,NaN,10.7965975,0.033842355,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1007226,0.9768113,1.83E+10,118.0510445,10.80661723,7.78E-05,0.65906103,0.001998901,0.104887668,0.98657566,0.967047,,0.7190191,
,L-Tryptophan,L-Tryptophan,CASNO:73-22-3,203.0826868,[M-H]-,-1,203.0827,0.49305317,9.324569,0.01883819,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1571701,0.9789072,1.83E+09,203.0826868,9.328979492,8.57E-05,0.421855653,0.001907349,0.125723147,,0.9789072,,0.50971985,
,L-Tryptophan,L-Tryptophan,CASNO:73-22-3,203.0827945,[M-H]-,-1,203.0827,0.49305317,9.324569,0.01883819,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1188415,0.9563034,9.38E+08,203.0827945,9.308633423,1.93E-04,0.952163036,0.002044678,0.09667654,,0.9523919,0.95760727,0.09706208,
,L-Tryptophan,L-Tryptophan,CASNO:73-22-3,203.0826782,[M-H]-,-1,203.0827,0.49305317,9.324569,0.01883819,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1571701,0.9093459,1.67E+09,203.0826782,9.307691447,7.70E-05,0.379156833,0.001724243,0.119431647,0.83764976,0.98104215,,0.28271237,
,L-Tryptophan,L-Tryptophan,CASNO:73-22-3,203.0827526,[M-H]-,-1,203.0827,0.49305317,9.324569,0.01883819,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1188415,0.95905983,1.01E+09,203.0827526,9.304801432,1.51E-04,0.745791097,0.004119873,0.095456036,,0.9627105,0.9578429,0.20169629,
,L-Tryptophan,L-Tryptophan,CASNO:73-22-3,203.082656,[M-H]-,-1,203.0827,0.49305317,9.324569,0.01883819,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1188416,0.95209426,1.52E+09,203.082656,9.305455526,5.48E-05,0.27001335,0.001678467,0.116031361,0.8804734,0.9864993,0.9644995,0.16277114,
,L-Tryptophan,L-Tryptophan,CASNO:73-22-3,203.0826849,[M-H]-,-1,203.0827,0.49305317,9.324569,0.01883819,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1188415,0.96511,9.85E+08,203.0826849,9.33698527,8.37E-05,0.412269473,0.004119873,0.0981457,,0.9793865,0.96035117,0.25549176,
,L-Tryptophan,L-Tryptophan,CASNO:73-22-3,203.0827659,[M-H]-,-1,203.0827,0.49305317,9.324569,0.01883819,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1188415,0.9572242,1.03E+09,203.0827659,9.358432007,1.65E-04,0.810999086,0.002212524,0.104568998,,0.95945007,0.9564822,0.19263102,
,L-Tryptophan,L-Tryptophan,CASNO:73-22-3,203.0826532,[M-H]-,-1,203.0827,0.49305317,9.324569,0.01883819,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1188415,0.9652828,1.02E+09,203.0826532,9.333782959,5.20E-05,0.255985193,0.004135132,0.10635469,,0.98720074,0.9579769,0.3620737,
,L-Tryptophan,L-Tryptophan,CASNO:73-22-3,203.0826396,[M-H]-,-1,203.0827,0.49305317,9.324569,0.01883819,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1571701,0.99053776,5.99E+08,203.0826396,9.336355591,3.84E-05,0.189244552,0.00340271,0.063151892,,0.99053776,,R,
,.beta.-D-Glucose_RT5,"1,6-Anhydro-.beta.-D-glucose_RT4",CASNO:498-07-7,161.0455426,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1541690,0.91712356,1.65E+10,161.0455426,10.65872599,4.35E-06,0.027023043,0.001846313,0.311864026,0.8920939,0.9986488,0.89829165,0.96988344,
,.beta.-D-Glucose_RT5,"1,6-Anhydro-.beta.-D-glucose_RT4",CASNO:498-07-7,161.0455627,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1541689,0.86930054,2.75E+09,161.0455627,10.64867859,1.57E-05,0.097545795,0.001663208,0.178555775,0.97539145,0.99512273,0.7919961,0.7716459,
,.beta.-D-Glucose_RT5,"1,6-Anhydro-.beta.-D-glucose_RT4",CASNO:498-07-7,161.0455385,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1541690,0.92539626,1.41E+10,161.0455385,10.70594076,8.45E-06,0.052460575,0.0025177,0.359940751,0.93556213,0.997377,0.898014,0.98048156,
,.beta.-D-Glucose_RT5,"1,6-Anhydro-.beta.-D-glucose_RT4",CASNO:498-07-7,161.0456335,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1541689,0.88657737,2.72E+09,161.0456335,10.64869181,8.66E-05,0.537558031,0.002304077,0.17602183,0.97678244,0.9731221,0.82766074,0.7162824,
,.beta.-D-Glucose_RT5,"1,6-Anhydro-.beta.-D-glucose_RT4",CASNO:498-07-7,161.0455409,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1541690,0.93468213,1.30E+10,161.0455409,10.65536804,6.04E-06,0.037531006,0.002319336,0.371822548,0.9809568,0.99812347,0.8981102,0.9650705,
,.beta.-D-Glucose_RT5,"1,6-Anhydro-.beta.-D-glucose_RT4",CASNO:498-07-7,161.045587,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1344586,0.9438182,6.31E+09,161.045587,10.70042013,4.01E-05,0.248719341,0.002578735,0.224881983,0.96177965,0.987564,0.92324907,0.79480225,
,.beta.-D-Glucose_RT5,"1,6-Anhydro-.beta.-D-glucose_RT4",CASNO:498-07-7,161.0456312,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1541689,0.95097196,7.22E+09,161.0456312,10.63483582,8.42E-05,0.522908553,0.002441406,0.266453981,0.9859263,0.9738546,0.93169296,0.88688415,
,.beta.-D-Glucose_RT5,"1,6-Anhydro-.beta.-D-glucose_RT4",CASNO:498-07-7,161.0455604,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1541690,0.85004807,2.75E+09,161.0455604,10.6033783,1.34E-05,0.083513486,0.001693726,0.180655384,0.9841681,0.99582434,0.75674933,0.8053299,
,.beta.-D-Glucose_RT5,"1,6-Anhydro-.beta.-D-glucose_RT4",CASNO:498-07-7,161.0455455,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1541689,0.9128566,3.07E+09,161.0455455,10.65050863,1.44E-06,0.008934101,0.002563477,0.171830098,0.97294843,0.9995533,0.86392707,0.57636476,
,.beta.-D-Glucose_RT5,Dimethyl (R)-(+)-malate_RT4,CASNO:70681-41-3,161.0455426,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1471814,0.9453713,1.65E+10,161.0455426,10.65872599,4.35E-06,0.027023043,0.001846313,0.311864026,0.8920939,0.9986488,,0.96988344,
,.beta.-D-Glucose_RT5,Dimethyl (R)-(+)-malate_RT4,CASNO:70681-41-3,161.0455627,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1471814,0.98525715,2.75E+09,161.0455627,10.64867859,1.57E-05,0.097545795,0.001663208,0.178555775,0.97539145,0.99512273,,0.7716459,
,.beta.-D-Glucose_RT5,Dimethyl (R)-(+)-malate_RT4,CASNO:70681-41-3,161.0455385,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1471814,0.9664696,1.41E+10,161.0455385,10.70594076,8.45E-06,0.052460575,0.0025177,0.359940751,0.93556213,0.997377,,0.98048156,
,.beta.-D-Glucose_RT5,Dimethyl (R)-(+)-malate_RT4,CASNO:70681-41-3,161.0456335,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1471814,0.97495234,2.72E+09,161.0456335,10.64869181,8.66E-05,0.537558031,0.002304077,0.17602183,0.97678244,0.9731221,,0.7162824,
,.beta.-D-Glucose_RT5,Dimethyl (R)-(+)-malate_RT4,CASNO:70681-41-3,161.0455409,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1471814,0.9895401,1.30E+10,161.0455409,10.65536804,6.04E-06,0.037531006,0.002319336,0.371822548,0.9809568,0.99812347,,0.9650705,
,.beta.-D-Glucose_RT5,Dimethyl (R)-(+)-malate_RT4,CASNO:70681-41-3,161.045587,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1471814,0.97467184,6.31E+09,161.045587,10.70042013,4.01E-05,0.248719341,0.002578735,0.224881983,0.96177965,0.987564,,0.79480225,
,.beta.-D-Glucose_RT5,Dimethyl (R)-(+)-malate_RT4,CASNO:70681-41-3,161.0456312,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1471814,0.97989047,7.22E+09,161.0456312,10.63483582,8.42E-05,0.522908553,0.002441406,0.266453981,0.9859263,0.9738546,,0.88688415,
,.beta.-D-Glucose_RT5,Dimethyl (R)-(+)-malate_RT4,CASNO:70681-41-3,161.0455604,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1471814,0.98999625,2.75E+09,161.0455604,10.6033783,1.34E-05,0.083513486,0.001693726,0.180655384,0.9841681,0.99582434,,0.8053299,
,.beta.-D-Glucose_RT5,Dimethyl (R)-(+)-malate_RT4,CASNO:70681-41-3,161.0455455,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1471814,0.9862509,3.07E+09,161.0455455,10.65050863,1.44E-06,0.008934101,0.002563477,0.171830098,0.97294843,0.9995533,,0.57636476,
,.beta.-D-Glucose_RT5,"myo-Inositol, 1,2-anhydro-_RT4",CASNO:6090-95-5,161.0455426,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1427042,0.9453713,1.65E+10,161.0455426,10.65872599,4.35E-06,0.027023043,0.001846313,0.311864026,0.8920939,0.9986488,,0.96988344,
,.beta.-D-Glucose_RT5,"myo-Inositol, 1,2-anhydro-_RT4",CASNO:6090-95-5,161.0455627,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1427042,0.98525715,2.75E+09,161.0455627,10.64867859,1.57E-05,0.097545795,0.001663208,0.178555775,0.97539145,0.99512273,,0.7716459,
,.beta.-D-Glucose_RT5,"myo-Inositol, 1,2-anhydro-_RT4",CASNO:6090-95-5,161.0455385,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1427042,0.9664696,1.41E+10,161.0455385,10.70594076,8.45E-06,0.052460575,0.0025177,0.359940751,0.93556213,0.997377,,0.98048156,
,.beta.-D-Glucose_RT5,"myo-Inositol, 1,2-anhydro-_RT4",CASNO:6090-95-5,161.0456335,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1427042,0.97495234,2.72E+09,161.0456335,10.64869181,8.66E-05,0.537558031,0.002304077,0.17602183,0.97678244,0.9731221,,0.7162824,
,.beta.-D-Glucose_RT5,"myo-Inositol, 1,2-anhydro-_RT4",CASNO:6090-95-5,161.0455409,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1427042,0.9895401,1.30E+10,161.0455409,10.65536804,6.04E-06,0.037531006,0.002319336,0.371822548,0.9809568,0.99812347,,0.9650705,
,.beta.-D-Glucose_RT5,"myo-Inositol, 1,2-anhydro-_RT4",CASNO:6090-95-5,161.045587,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1427042,0.97467184,6.31E+09,161.045587,10.70042013,4.01E-05,0.248719341,0.002578735,0.224881983,0.96177965,0.987564,,0.79480225,
,.beta.-D-Glucose_RT5,"myo-Inositol, 1,2-anhydro-_RT4",CASNO:6090-95-5,161.0456312,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1427042,0.97989047,7.22E+09,161.0456312,10.63483582,8.42E-05,0.522908553,0.002441406,0.266453981,0.9859263,0.9738546,,0.88688415,
,.beta.-D-Glucose_RT5,"myo-Inositol, 1,2-anhydro-_RT4",CASNO:6090-95-5,161.0455604,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1427042,0.98999625,2.75E+09,161.0455604,10.6033783,1.34E-05,0.083513486,0.001693726,0.180655384,0.9841681,0.99582434,,0.8053299,
,.beta.-D-Glucose_RT5,"myo-Inositol, 1,2-anhydro-_RT4",CASNO:6090-95-5,161.0455455,[M-H]-,-1,161.04556,NaN,10.656282,0.031282,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1427042,0.9862509,3.07E+09,161.0455455,10.65050863,1.44E-06,0.008934101,0.002563477,0.171830098,0.97294843,0.9995533,,0.57636476,
,Taurine,Taurine,CASNO:107-35-7,124.0074075,[M-H]-,-1,124.00739,0.15057606,10.169237,0.044862084,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1173846,0.96229476,1.08E+10,124.0074075,10.10363973,1.98E-05,0.159833493,0.001167297,0.103233981,0.9325813,0.9920083,,0.014525659,
,Taurine,Taurine,CASNO:107-35-7,124.0073849,[M-H]-,-1,124.00739,0.15057606,10.169237,0.044862084,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1173844,0.9893723,4.78E+09,124.0073849,10.22669169,2.69E-06,0.021727715,0.00239563,0.104994138,0.95554096,0.9989136,0.99746907,0.09921378,
,Taurine,Taurine,CASNO:107-35-7,124.0074359,[M-H]-,-1,124.00739,0.15057606,10.169237,0.044862084,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1173846,0.9529681,1.21E+10,124.0074359,10.1596934,4.83E-05,0.389159061,0.001060486,0.094112905,0.9253942,0.98054206,,0.040919043,
,Taurine,Taurine,CASNO:107-35-7,124.0073855,[M-H]-,-1,124.00739,0.15057606,10.169237,0.044862084,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1173844,0.9721051,3.91E+09,124.0073855,10.1818339,2.14E-06,0.017244331,0.002349854,0.112823073,0.89865446,0.99913776,0.9875778,0.03012092,
,Taurine,Taurine,CASNO:107-35-7,124.0073578,[M-H]-,-1,124.00739,0.15057606,10.169237,0.044862084,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1173846,0.9648878,1.19E+10,124.0073578,10.18129476,2.98E-05,0.240237389,0.001045227,0.098184069,0.9417874,0.9879881,,0.024885112,
,Taurine,Taurine,CASNO:107-35-7,124.0073907,[M-H]-,-1,124.00739,0.15057606,10.169237,0.044862084,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1173844,0.98627317,3.86E+09,124.0073907,10.24262797,3.08E-06,0.024823103,0.002105713,0.10829982,0.9328657,0.99875885,0.99991375,0.021888418,
,Taurine,Taurine,CASNO:107-35-7,124.0073762,[M-H]-,-1,124.00739,0.15057606,10.169237,0.044862084,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1173846,0.97677934,1.17E+10,124.0073762,10.16145732,1.14E-05,0.092049856,0.001052856,0.096909022,0.9581611,0.9953975,,0.020075906,
,Taurine,Taurine,CASNO:107-35-7,124.0074254,[M-H]-,-1,124.00739,0.15057606,10.169237,0.044862084,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1173846,0.99085826,1.05E+10,124.0074254,10.12966919,3.78E-05,0.304894212,0.001052856,0.105011137,0.9969611,0.9847553,,0.007059136,
,Taurine,Taurine,CASNO:107-35-7,124.0073746,[M-H]-,-1,124.00739,0.15057606,10.169237,0.044862084,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1173846,0.9839417,8.39E+09,124.0073746,10.1362325,1.30E-05,0.105215219,0.002357483,0.091124121,0.97314405,0.99473923,,0.00257809,
,N-Methyl-L-valine_RT2,N-Methyl-L-valine_RT2,CASNO:2480-23-1,130.0873148,[M-H]-,-1,130.08734,NaN,9.571328,0.07891414,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1251159,0.9458073,2.31E+10,130.0873148,9.517005412,3.74E-05,0.287429472,0.001724243,0.136467632,0.90598595,0.98562855,,0.24181798,
,N-Methyl-L-valine_RT2,N-Methyl-L-valine_RT2,CASNO:2480-23-1,130.087332,[M-H]-,-1,130.08734,NaN,9.571328,0.07891414,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1251159,0.94061375,1.04E+10,130.087332,9.584926351,2.02E-05,0.155424257,0.001083374,0.124866907,0.88899857,0.9922288,,0.10011746,
,N-Methyl-L-valine_RT2,N-Methyl-L-valine_RT2,CASNO:2480-23-1,130.0873369,[M-H]-,-1,130.08734,NaN,9.571328,0.07891414,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1251159,0.94778156,1.68E+10,130.0873369,9.493321737,1.53E-05,0.117843225,0.001266479,0.124579446,0.90145534,0.99410784,,0.28046775,
,N-Methyl-L-valine_RT2,N-Methyl-L-valine_RT2,CASNO:2480-23-1,130.0873823,[M-H]-,-1,130.08734,NaN,9.571328,0.07891414,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1251159,0.90976506,1.62E+10,130.0873823,9.52711792,3.01E-05,0.231070232,0.002227783,0.114771684,0.8310838,0.9884465,,0.41911998,
,N-Methyl-L-valine_RT2,N-Methyl-L-valine_RT2,CASNO:2480-23-1,130.0873826,[M-H]-,-1,130.08734,NaN,9.571328,0.07891414,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1251159,0.9518064,1.01E+10,130.0873826,9.548709106,3.04E-05,0.233916184,0.001068115,0.106969293,0.9153086,0.9883042,,0.07697784,
,N-Methyl-L-valine_RT2,N-Methyl-L-valine_RT2,CASNO:2480-23-1,130.0872961,[M-H]-,-1,130.08734,NaN,9.571328,0.07891414,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1251159,0.9384775,1.70E+10,130.0872961,9.555494181,5.61E-05,0.431493126,0.001220703,0.12203234,0.8985298,0.9784253,,0.22174588,
,N-Methyl-L-valine_RT2,N-Methyl-L-valine_RT2,CASNO:2480-23-1,130.0874,[M-H]-,-1,130.08734,NaN,9.571328,0.07891414,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1251159,0.527627,5.28E+10,130.0874,9.76463623,4.78E-05,0.367633813,0.001052856,0.375055885,0.07363566,0.98161834,,0.81988734,
,N-Methyl-L-valine_RT2,N-Methyl-L-valine_RT2,CASNO:2480-23-1,130.0873165,[M-H]-,-1,130.08734,NaN,9.571328,0.07891414,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1251159,0.93605936,1.12E+10,130.0873165,9.590879313,3.57E-05,0.274469377,0.001113892,0.102744683,0.8858422,0.9862765,,0.20424066,
,N-Methyl-L-valine_RT2,N-Methyl-L-valine_RT2,CASNO:2480-23-1,130.0873258,[M-H]-,-1,130.08734,NaN,9.571328,0.07891414,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1251159,0.95338,3.75E+10,130.0873258,9.559862264,2.64E-05,0.202646982,9.92E-04,0.338007005,0.91689247,0.9898676,,0.8158211,
,N-Methyl-L-valine_RT2,L-Leucine_RT2,CASNO:61-90-5,130.0873148,[M-H]-,-1,130.08734,NaN,9.571328,0.07891414,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1560265,0.56902224,2.31E+10,130.0873148,9.517005412,3.74E-05,0.287429472,0.001724243,0.136467632,0.90598595,0.98562855,0.31783217,0.24181798,
,N-Methyl-L-valine_RT2,L-Leucine_RT2,CASNO:61-90-5,130.087332,[M-H]-,-1,130.08734,NaN,9.571328,0.07891414,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1187750,0.3762455,1.04E+10,130.087332,9.584926351,2.02E-05,0.155424257,0.001083374,0.124866907,0.88899857,0.9922288,0,0.10011746,
,N-Methyl-L-valine_RT2,L-Leucine_RT2,CASNO:61-90-5,130.0873369,[M-H]-,-1,130.08734,NaN,9.571328,0.07891414,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1560265,0.5295372,1.68E+10,130.0873369,9.493321737,1.53E-05,0.117843225,0.001266479,0.124579446,0.90145534,0.99410784,0.25070763,0.28046775,
,N-Methyl-L-valine_RT2,L-Leucine_RT2,CASNO:61-90-5,130.0873823,[M-H]-,-1,130.08734,NaN,9.571328,0.07891414,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1187750,0.36390603,1.62E+10,130.0873823,9.52711792,3.01E-05,0.231070232,0.002227783,0.114771684,0.8310838,0.9884465,0,0.41911998,
,N-Methyl-L-valine_RT2,L-Leucine_RT2,CASNO:61-90-5,130.0873826,[M-H]-,-1,130.08734,NaN,9.571328,0.07891414,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1187750,0.38072258,1.01E+10,130.0873826,9.548709106,3.04E-05,0.233916184,0.001068115,0.106969293,0.9153086,0.9883042,0,0.07697784,
,N-Methyl-L-valine_RT2,L-Leucine_RT2,CASNO:61-90-5,130.0872961,[M-H]-,-1,130.08734,NaN,9.571328,0.07891414,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1560265,0.5247724,1.70E+10,130.0872961,9.555494181,5.61E-05,0.431493126,0.001220703,0.12203234,0.8985298,0.9784253,0.24896899,0.22174588,
,N-Methyl-L-valine_RT2,L-Leucine_RT2,CASNO:61-90-5,130.0874,[M-H]-,-1,130.08734,NaN,9.571328,0.07891414,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1187750,0.2110508,5.28E+10,130.0874,9.76463623,4.78E-05,0.367633813,0.001052856,0.375055885,0.07363566,0.98161834,0,0.81988734,
,N-Methyl-L-valine_RT2,L-Leucine_RT2,CASNO:61-90-5,130.0873165,[M-H]-,-1,130.08734,NaN,9.571328,0.07891414,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1187750,0.37442374,1.12E+10,130.0873165,9.590879313,3.57E-05,0.274469377,0.001113892,0.102744683,0.8858422,0.9862765,0,0.20424066,
